prompt,response
The molecule is a prostaglandins G. It has a role as a mouse metabolite and a human metabolite. It is a conjugate acid of a prostaglandin G2(1-).,[C][C][C][C][C][C@@H1][Branch2][Ring1][O][/C][=C][/C@@H1][C@@H1][Branch1][N][C][/C][=C][\C][C][C][C][=Branch1][C][=O][O][C@@H1][C][C@H1][Ring1][=C][O][O][Ring1][Branch1][O][O]
"The molecule is a steroid acid anion that is the conjugate base of (25S)-cholestenoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a conjugate base of a (25S)-cholestenoic acid.",[C][C@H1][Branch1][=N][C][C][C][C@H1][Branch1][C][C][C][=Branch1][C][=O][O-1][C@H1][C][C][C@H1][C@@H1][C][C][=C][C][C@@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@][Ring2][Ring1][Ring1][Ring1][S][C]
The molecule is a penicillin in which the substituent at position 6 of the penam ring is a 2-phenoxypropanamido group. It is a penicillin and a penicillin allergen. It is a conjugate acid of a phenethicillin(1-).,[C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=N][C@@H1][C][=Branch1][C][=O][N][C@@H1][Ring1][Branch1][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][#Branch1][C][=Branch1][C][=O][O]
"The molecule is a L-arginine derivative with a N(omega)-methyl substituent. It is a member of guanidines, a non-proteinogenic L-alpha-amino acid and a L-arginine derivative. It is a conjugate acid of a N(omega)-methyl-L-argininate. It is a tautomer of a N(omega)-methyl-L-arginine zwitterion.",[C][N][C][=Branch1][C][=N][N][C][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][O]
"The molecule is a carbamate ester that is the methyl ester of [2-({[1-(4-chlorophenyl)-1H-pyrazol-3-yl]oxy}methyl)phenyl]methoxycarbamic acid. A fungicide used to control major plant pathogens including Septoria tritici, Puccinia spp. and Pyrenophora teres. It has a role as a mitochondrial cytochrome-bc1 complex inhibitor, a xenobiotic, an environmental contaminant and an antifungal agrochemical. It is a member of pyrazoles, a carbamate ester, an aromatic ether, a member of monochlorobenzenes, a methoxycarbanilate strobilurin antifungal agent and a carbanilate fungicide.",[C][O][C][=Branch1][C][=O][N][Branch1][Ring1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][C][=C][N][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][=Ring1][N]
The molecule is the steroid sulfate of taurolithocholic acid. It has a role as a human metabolite. It derives from a taurolithocholic acid. It is a conjugate acid of a taurolithocholic acid sulfate(2-).,[C][C@H1][Branch2][Ring1][C][C][C][C][Branch1][C][O][=N][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O][C@H1][C][C][C@H1][C@@H1][C][C][C@@H1][C][C@H1][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C][C][C@][Ring1][O][Branch1][C][C][C@H1][Ring1][S][C][C][C@][Ring2][Ring1][#Branch1][Ring2][Ring1][Ring2][C]
"The molecule is an enone that is (4E,6E,8E,10E,12E)-8-methyl-13-phenyltrideca-4,6,8,10,12-pentaene in which the two methylene hydrogens at position 3 have been replaced by an oxo group. Originally isolated from Aspergillus niger. It has a role as an Aspergillus metabolite, a lipoxygenase inhibitor and a platelet aggregation inhibitor.",[C][C][C][=Branch1][C][=O][/C][=C][/C][=C][/C][Branch1][C][C][=C][/C][=C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1]
"The molecule is a monounsaturated fatty acid anion that is the conjugate base of 12,13-DiHOME, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a long-chain fatty acid anion and a hydroxy monounsaturated fatty acid anion. It is a conjugate base of a 12,13-DiHOME.",[C][C][C][C][C][C][Branch1][C][O][C][Branch1][C][O][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1]
The molecule is a 1-O-acyl-sn-glycero-3-phosphocholine in which the acyl group is specified as icosanoyl. It is a 1-O-acyl-sn-glycero-3-phosphocholine and a lysophosphatidylcholine 20:0. It derives from an icosanoic acid.,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
"The molecule is a long-chain unsaturated fatty acid anion that is the conjugate base of (13Z,16Z)-docosadienoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a polyunsaturated fatty acid anion, a long-chain fatty acid anion and a docosadienoate. It is a conjugate base of a (13Z,16Z)-docosadienoic acid.",[C][C][C][C][C][/C][=C][\C][/C][=C][\C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1]
The molecule is an N-acyl-L-amino acid that is the N-indole-3-acetyl derivative of L-alanine. It is an indoleacetic acid amide conjugate and a N-acyl-L-alanine.,[C][C@H1][Branch2][Ring1][Ring2][N][=C][Branch1][C][O][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O]
The molecule is an N-acyl-15-methylhexadecasphing-4-enine in which the acyl group has 18 carbons and 0 double bonds. It derives from a 15-methylhexadecasphing-4-enine.,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][O][=N][C@@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][/C][=C][/C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C]
"The molecule is a long-chain fatty acid that is a C20, polyunsaturated fatty acid having four (Z)-double bonds at positions 5, 8, 11 and 14. It has a role as a human metabolite, an EC 3.1.1.1 (carboxylesterase) inhibitor, a Daphnia galeata metabolite and a mouse metabolite. It is an icosa-5,8,11,14-tetraenoic acid, an omega-6 fatty acid and a long-chain fatty acid. It is a conjugate acid of an arachidonate. It derives from a hydride of a (5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraene.",[C][C][C][C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][=Branch1][C][=O][O]
"The molecule is a pentacyclic triterpenoid that is olean-18-ene substituted at position 3 by an oxo group and position 28 by a carboxy group. It has a role as a metabolite, an anti-HSV-1 agent and an anti-HIV agent. It derives from a hydride of an oleanane.",[C][C][Branch1][C][C][C][=C][C@H1][C][C][C@@H1][C@@][Branch1][C][C][C][C][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][#Branch2][C][C][C@@][Ring1][=C][Branch1][C][C][C@][Ring2][Ring1][Ring1][Branch1][C][C][C][C][C@@][Ring2][Ring1][Branch2][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][Ring2][Ring1][S]
"The molecule is a 2-acyl-sn-glycero-3-phosphocholine in which the acyl group is specified as (15S)-hydroxy-(5Z,8Z,11Z,13E)-icosatetraenoyl. It has a role as a human xenobiotic metabolite and a mouse metabolite.",[C][C][C][C][C][C@H1][Branch1][C][O][/C][=C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][=Branch1][C][=O][O][C@H1][Branch1][Ring1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
The molecule is an N-acyl-D-glucosamine phosphate in which the N-acyl group is specified as glycoloyl and the phosphate group is located at position 6. An intermediate in the N-glycolylneuraminic acid (Neu5Gc) degradation pathway,[O][=P][Branch1][C][O][Branch1][C][O][O][C][C@H1][O][C][Branch1][C][O][C@H1][Branch1][Branch2][N][=C][Branch1][C][O][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=N][O]
"The molecule is an O-acylcarnitine having (7Z,10Z,13Z,16Z)-docosatetraenoyl as the acyl substituent. It has a role as a metabolite. It derives from a carnitine.",[C][C][C][C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][N+1][Branch1][C][C][Branch1][C][C][C]
"The molecule is a cyclic dicarboxylic anhydride that is phthalic anhydride chlorinated at the 4-, 5-, 6- and 7-positions. It has a role as a cross-linking reagent and an allergen. It is a cyclic dicarboxylic anhydride and a tetrachlorobenzene. It derives from a phthalic anhydride.",[O][=C][O][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][Ring1][=C]
"The molecule is an organophosphate oxoanion that is the conjugate base of N(2),N(2),N(7)-trimethylguanosine 5'-phosphate. It is a conjugate base of a N(2),N(2),N(7)-trimethylguanosine 5'-phosphate.",[C][N][Branch1][C][C][C][=N][C][Branch1][C][O-1][=C][C][=Branch1][Ring2][=N][Ring1][#Branch1][N][Branch2][Ring1][Branch2][C@@H1][O][C@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@@H1][Branch1][C][O][C@H1][Ring1][N][O][C][=N+1][Ring2][Ring1][Ring1][C]
The molecule is a phosphatidylcholine 40:1 in which the acyl groups specified at positions 1 and 2 are eicosanoyl and (11Z)-eicosenoyl respectively. It derives from an icosanoic acid and an (11Z)-icos-11-enoic acid.,[C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][#Branch2][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
The molecule is an acetate ester obtained by the formal condensation of acetic acid with propanol. It has a role as a fragrance and a plant metabolite. It derives from a propan-1-ol.,[C][C][C][O][C][Branch1][C][C][=O]
"The molecule is a 2-hydroxy fatty acid anion that is the conjugate base of 2-hydroxy-3-methylpentanoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a branched-chain fatty acid anion, a 2-hydroxy fatty acid anion and a short-chain fatty acid. It is a conjugate base of a 2-hydroxy-3-methylpentanoic acid.",[C][C][C][Branch1][C][C][C][Branch1][C][O][C][=Branch1][C][=O][O-1]
"The molecule is a 1-acetyl-4-(4-{[2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazine in which the dioxolane ring has R configuration at positions 2 and 4. It is an enantiomer of a (2S,4S)-1-acetyl-4-(4-{[2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazine.",[C][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring2][#C][C][=C][C][=C][Branch2][Ring2][Ring1][O][C][C@@H1][C][O][C@][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][O][C][C][Ring2][Ring1][P]
"The molecule is a one-carbon compound that is methane in which one of the hydrogens is replaced by a chloro group. It has a role as a refrigerant, a mutagen and a marine metabolite. It is a member of methyl halides and a member of chloromethanes.",[C][Cl]
"The molecule is a trideoxyhexose derivative that is alpha-D-glucose in which the 2 and 6-hydroxy groups are replaced by amino groups while the 3-hydroxy group is replaced by hydrogen. It is an amino sugar and a trideoxyhexose derivative. It derives from an alpha-D-glucose. It is a conjugate base of a 2,6-diamino-2,3,6-trideoxy-alpha-D-glucose(2+).",[N][C][C@H1][O][C@H1][Branch1][C][O][C@H1][Branch1][C][N][C][C@@H1][Ring1][Branch2][O]
The molecule is a member of the class of phenazines obtained by hydrogenation of the 5 and 10 positions of phenazine. It has a role as a bacterial xenobiotic metabolite.,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][O]
The molecule is a cyclic monoterpene ketone that is camphor bearing a hydroxy substituent at position 5. It is a bornane monoterpenoid and a cyclic monoterpene ketone. It derives from a camphor.,[C][C][C][C][Branch1][C][O][C][Branch1][=Branch1][C][C][Ring1][#Branch1][=O][C][Ring1][=Branch2][Branch1][C][C][C]
"The molecule is a pentacyclic triterpenoid that is 9beta,19-cyclolanostan-28-oic acid substituted by an acetyloxy group at position 7 and hydroxy groups at positions 3 and 25. It has been isolated from the leaves of Combretum quadrangulare. It has a role as a plant metabolite. It is a hydroxy monocarboxylic acid, an acetate ester and a pentacyclic triterpenoid. It derives from a hydride of a cycloartane.",[C][C][=Branch1][C][=O][O][C@H1][C][C@H1][C@][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch1][C][O][C][C][C@@][Ring1][O][C][C@][Ring1][Ring1][C][C][C@][Branch1][C][C][C@@H1][Branch1][S][C@H1][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][O][C][C][C@@][Ring1][#C][Branch1][C][C][C@H1][Ring2][Ring2][C][Ring2][Ring1][Ring2]
"The molecule is in nature, p-octopamine is believed to exist in only one stereoisomeric form, the L- or [R-(-)] form. It is an octopaminium and a phenylethylamine. It derives from a 2-phenylethylamine.",[NH3+1][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
"The molecule is a trimethoxyflavone that is the 3,5,7-trimethyl ether derivative of galangin. It has a role as a plant metabolite. It derives from a galangin.",[C][O][C][=C][C][Branch1][Ring1][O][C][=C][C][=Branch1][C][=O][C][Branch1][Ring1][O][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][#C][=C][Ring2][Ring1][Branch1]
"The molecule is a methyl sulfide in which the sulfur atom is substituted by two methyl groups. It is produced naturally by some marine algae. It has a role as a bacterial xenobiotic metabolite, a marine metabolite, an EC 3.5.1.4 (amidase) inhibitor, an algal metabolite and an Escherichia coli metabolite.",[C][S][C]
"The molecule is a phosphatidylcholine 38:6 in which the acyl groups specified at positions 1 and 2 are (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl and hexadecanoyl respectively. It derives from a hexadecanoic acid and an all-cis-docosa-4,7,10,13,16,19-hexaenoic acid.",[C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][=Branch1][C][=O][O][C][C@H1][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
The molecule is a dicarboxylic acid monoanion that is the conjugate base of 4-amino-4-deoxychorismic acid. It is a conjugate base of a 4-amino-4-deoxychorismic acid. It is a conjugate acid of a 4-amino-4-deoxychorismate(2-).,[C][=C][Branch2][Ring1][C][O][C@@H1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C@H1][Ring1][=Branch2][N][C][=Branch1][C][=O][O-1]
The molecule is a 2-hydroxycarboxylate that is obtained by removal of a proton from the carboxylic acid group of 4-hydroxymandelic acid. It is a 2-hydroxy carboxylate and a member of phenols. It derives from a mandelate. It is a conjugate base of a 4-hydroxymandelic acid.,[O][=C][Branch1][C][O][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O-1][C][=C][Ring1][#Branch1]
"The molecule is a monocarboxylic acid amide obtained by formal condensation of the carboxy group of 5-(2,4-dihydroxy-5-isopropylphenyl)-4-[4-(morpholin-4-ylmethyl)phenyl]-1,2-oxazole-3-carboxylic acid with the amino group of ethylamine. It has a role as a Hsp90 inhibitor, an antineoplastic agent and an angiogenesis inhibitor. It is a member of isoxazoles, a member of resorcinols, a member of morpholines, a monocarboxylic acid amide and an aromatic amide.",[C][C][N][C][=Branch1][C][=O][C][=N][O][C][Branch2][Ring1][Ring2][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch2][O][=C][Ring1][S][C][=C][C][=C][Branch1][#Branch2][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][=N]
"The molecule is a dicarboxylic acid dianion that is the conjugate base of 2,2'-[(2-amino-2-oxoethyl)imino]diacetate(2-). It is an ADA and a dicarboxylic acid dianion. It is a conjugate base of a 2,2'-[(2-amino-2-oxoethyl)imino]diacetate(2-).",[N][=C][Branch1][C][O-1][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1]
The molecule is a benzenesulfonate that is the conjugate base of p-azobenzenesulfonic acid. It is a conjugate base of a p-azobenzenesulfonic acid.,[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][=C][C][=C][Branch1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C]
"The molecule is a glucotriose that is alpha-D-glucopyranose in which the hydroxy groups at positions 2 and 4 have been converted to the corresponding alpha-D-glucopyranosyl and beta-D-glucopyranosyl derivatives, respectively. It derives from an alpha-D-Glcp-(1->2)-alpha-D-Glcp and an alpha-cellobiose.",[O][C][C@H1][O][C@@H1][Branch2][Ring2][#Branch2][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][Branch1][C][O][O][C@@H1][Ring2][Ring1][Ring2][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][#C][O]
The molecule is an organophosphate oxoanion obtained by deprotonation of the phosphate OH groups of diacetylchitobiose-6-phosphate; major species at pH 7.3. It is a conjugate base of a diacetylchitobiose-6'-phosphate.,[C][C][Branch1][C][O-1][=N][C@H1][C@H1][Branch2][Ring1][#Branch2][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][#Branch1][N][=C][Branch1][C][C][O-1][C][Branch1][C][O][O][C@@H1][Ring1][N][C][O][O][C@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][N][O]
"The molecule is an organic heterobicyclic compound consisting of a gamma-lactone ring fused onto a substituted tetrahydrofuran ring. It is isolated from the Australian marine sponge Plakinastrella clathrata. It has a role as a metabolite. It is a gamma-lactone, an organic heterobicyclic compound and a member of phenols.",[C][C@][Branch2][Ring1][Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C@][Branch1][C][C][O][C][=Branch1][C][=O][C][C@@H1][Ring1][#Branch1][O][Ring2][Ring1][=N]
"The molecule is a cinnamate ester obtained by formal condensation of the carboxy group of trans-ferulic acid with one of the hydroxy groups of L-tartaric acid. It has a role as a metabolite. It derives from a ferulic acid and a L-tartaric acid. It is an enantiomer of a (2S,3S)-trans-fertaric acid.",[C][O][C][=C][C][Branch2][Ring1][=Branch2][/C][=C][/C][=Branch1][C][=O][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch1][C][O][C][=Branch1][C][=O][O][=C][C][=C][Ring2][Ring1][Ring2][O]
The molecule is a xyloside that is beta-D-xylopyranose in which the anomeric hydroxy hydrogen is replaced by a 4-nitrophenyl group. It has a role as a chromogenic compound. It is a xyloside and a C-nitro compound. It derives from a 4-nitrophenol.,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch1][P][O][C@@H1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C][=C][Ring1][S]
